Continent,Country,Location Chinese,Location English,Current Location,Latitude,Longitude,Business Name Chinese,Business Name English,Sector,Sub-Category,Name-chi,Type-chi,Name-eng,Type-eng,Town-chi,Province-chi,Town-eng,Province-eng
North America,Canada,英屬加拿大哥林比亞省 的市賛臣埠,"Extension, BC",,49.09964,-123.95271,合益雜貨,"Hop Yick & Co., General Merchandise.",Retail Trade,General Merchandise Stores,合益,雜貨,Hop Yick & Co.,General Merchandise.,的市賛臣埠,英屬加拿大哥林比亞省,Extension,BC
North America,Canada,英屬加拿大哥林比亞省 的市賛臣埠,"Extension, BC",,49.09964,-123.95271,廣利雜貨,"Quong Lee & Co., Groceries.",Retail Trade,General Merchandise Stores,廣利,雜貨,Quong Lee & Co.,Groceries.,的市賛臣埠,英屬加拿大哥林比亞省,Extension,BC
North America,Canada,英屬加拿大哥林比亞省 的市賛臣埠,"Extension, BC",,49.09964,-123.95271,永吉雜貨,"Wing Gut & Co., General Merchandise.",Retail Trade,General Merchandise Stores,永吉,雜貨,Wing Gut & Co.,General Merchandise.,的市賛臣埠,英屬加拿大哥林比亞省,Extension,BC
North America,Canada,英屬加拿大哥林比亞省 的市賛臣埠,"Extension, BC",,49.09964,-123.95271,永和昌雜貨,"Wing Wah Chong, General Merchandise.",Retail Trade,General Merchandise Stores,永和昌,雜貨,Wing Wah Chong,General Merchandise.,的市賛臣埠,英屬加拿大哥林比亞省,Extension,BC
North America,Canada,英屬加拿大哥林比亞省 寬尼埠,"Fornie, BC",,49.49996,-115.06871,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,寬尼埠,英屬加拿大哥林比亞省,Fornie,BC
North America,Canada,英屬加拿大哥林比亞省 寬尼埠,"Fornie, BC",,49.49996,-115.06871,金德榮什貨,"Kim Tuck & Co., General Merchandise.",Retail Trade,General Merchandise Stores,金德榮,雜貨,Kim Tuck & Co.,General Merchandise.,寬尼埠,英屬加拿大哥林比亞省,Fornie,BC
North America,Canada,英屬加拿大哥林比亞省 寬尼埠,"Fornie, BC",,49.49996,-115.06871,廣昌隆雜貨,"Quong Chong Lung & Co., General Mdse.",Retail Trade,General Merchandise Stores,廣昌隆,雜貨,Quong Chong Lung & Co.,General Mdse.,寬尼埠,英屬加拿大哥林比亞省,Fornie,BC
North America,Canada,英屬加拿大哥林比亞省 寬尼埠,"Fornie, BC",,49.49996,-115.06871,泰祥蘇杭雜貨,"Tai Chong & Co., General Merchandise.",Retail Trade,General Merchandise Stores,泰祥,蘇杭雜貨,Tai Chong & Co.,General Merchandise.,寬尼埠,英屬加拿大哥林比亞省,Fornie,BC
North America,Canada,英屬加拿大哥林比亞省 闊市姊路埠,"Fort Steele, BC",,49.61664,-115.63538,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,闊市姊路埠,英屬加拿大哥林比亞省,Fort Steele,BC
North America,Canada,英屬加拿大哥林比亞省 闊市姊路埠,"Fort Steele, BC",,49.61664,-115.63538,李穩洗衣,"Lee One, Laundry.",Other Services,Laundry Services,李穩,洗衣,Lee One,Laundry.,闊市姊路埠,英屬加拿大哥林比亞省,Fort Steele,BC
North America,Canada,英屬加拿大哥林比亞省 闊市姊路埠,"Fort Steele, BC",,49.61664,-115.63538,三利雜貨,"Sam Lee & Co., Groceries.",Retail Trade,General Merchandise Stores,三利,雜貨,Sam Lee & Co.,Groceries.,闊市姊路埠,英屬加拿大哥林比亞省,Fort Steele,BC
North America,Canada,英屬加拿大哥林比亞省 俄而剪埠,"Golden, BC",,51.29995,-116.9689,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,俄而剪埠,英屬加拿大哥林比亞省,Golden,BC
North America,Canada,英屬加拿大哥林比亞省 俄而剪埠,"Golden, BC",,51.29995,-116.9689,合利餐館,"Hop Lee, Restaurant.",Accommodation & Foodservice,Foodservice,合利,餐館,Hop Lee,Restaurant.,俄而剪埠,英屬加拿大哥林比亞省,Golden,BC
North America,Canada,英屬加拿大哥林比亞省 俄而剪埠,"Golden, BC",,51.29995,-116.9689,三利洗衣,"Sam Lee, Laundry.",Other Services,Laundry Services,三利,洗衣,Sam Lee,Laundry.,俄而剪埠,英屬加拿大哥林比亞省,Golden,BC
North America,Canada,英屬加拿大哥林比亞省 俄而剪埠,"Golden, BC",,51.29995,-116.9689,黃業蘭生菓,"Wong Tsue, Fruit Store.",Retail Trade,Fruit and Vegetable Stores,黃業蘭,生菓,Wong Tsue,Fruit Store.,俄而剪埠,英屬加拿大哥林比亞省,Golden,BC
North America,Canada,英屬加拿大哥林比亞省 俄而剪埠,"Golden, BC",,51.29995,-116.9689,怡利餐館,"Yee Lee, Restaurant.",Accommodation & Foodservice,Foodservice,怡利,餐館,Yee Lee,Restaurant.,俄而剪埠,英屬加拿大哥林比亞省,Golden,BC
North America,Canada,英屬加拿大哥林比亞省 加蘭福埠,"Grand Forks, BC",,49.03309,-118.4356,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,加蘭福埠,英屬加拿大哥林比亞省,Grand Forks,BC
North America,Canada,英屬加拿大哥林比亞省 加蘭福埠,"Grand Forks, BC",,49.03309,-118.4356,福利源雜貨,"Hong Wo, General Merchandise.",Retail Trade,General Merchandise Stores,福利源,雜貨,Hong Wo,General Merchandise.,加蘭福埠,英屬加拿大哥林比亞省,Grand Forks,BC
North America,Canada,英屬加拿大哥林比亞省 加蘭福埠,"Grand Forks, BC",,49.03309,-118.4356,同利雜貨,"HONG LEE & CO., Groceries.",Retail Trade,General Merchandise Stores,同利,雜貨,HONG LEE & CO.,Groceries.,加蘭福埠,英屬加拿大哥林比亞省,Grand Forks,BC
North America,Canada,英屬加拿大哥林比亞省 加蘭福埠,"Grand Forks, BC",,49.03309,-118.4356,同和雜貨,"Hong Wa & Co., General Merchandise.",Retail Trade,General Merchandise Stores,同和,雜貨,Hong Wa & Co.,General Merchandise.,加蘭福埠,英屬加拿大哥林比亞省,Grand Forks,BC
North America,Canada,英屬加拿大哥林比亞省 加蘭福埠,"Grand Forks, BC",,49.03309,-118.4356,瑞和雜貨,"Suey Wo & Co., General Merchandise.",Retail Trade,General Merchandise Stores,瑞和,雜貨,Suey Wo & Co.,General Merchandise.,加蘭福埠,英屬加拿大哥林比亞省,Grand Forks,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,福利襍貨,"FOOK LEE & CO., General Merchandise.",Retail Trade,General Merchandise Stores,福利,雜貨,FOOK LEE & CO.,General Merchandise.,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,合昌襍貨,"Hop Chong & Co., Groceries.",Retail Trade,General Merchandise Stores,合昌,雜貨,Hop Chong & Co.,Groceries.,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,均隆襍貨,"Quan Lung & Co., General Merchandise.",Retail Trade,General Merchandise Stores,均隆,雜貨,Quan Lung & Co.,General Merchandise.,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,三利衣館,"Sam Lee, Laundry.",Other Services,Laundry Services,三利,衣館,Sam Lee,Laundry.,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 企連埠,"Greenwood, BC",,49.09414,-118.67846,勝記襍貨,"Sing Kee & Co., Groceries.",Retail Trade,General Merchandise Stores,勝記,雜貨,Sing Kee & Co.,Groceries.,企連埠,英屬加拿大哥林比亞省,Greenwood,BC
North America,Canada,英屬加拿大哥林比亞省 體利罷埠,"High River, BC","HIGH RIVER, AB",50.58341,-113.86867,同勝蘇杭,"HONG SING, Dry Goods.",Retail Trade,General Merchandise Stores,同勝,蘇杭雜貨,HONG SING,Dry Goods.,體利罷埠,英屬加拿大哥林比亞省,High River,BC
North America,Canada,英屬加拿大哥林比亞省 體利罷埠,"High River, BC","HIGH RIVER, AB",50.58341,-113.86867,合盛什貨,"Hop Sing, Groceries.",Retail Trade,General Merchandise Stores,合盛,雜貨,Hop Sing,Groceries.,體利罷埠,英屬加拿大哥林比亞省,High River,BC
North America,Canada,英屬加拿大哥林比亞省 體利罷埠,"High River, BC","HIGH RIVER, AB",50.58341,-113.86867,廣瑞和襍貨,"Quong Soy Wo, Groceries.",Retail Trade,General Merchandise Stores,廣瑞和,雜貨,Quong Soy Wo,Groceries.,體利罷埠,英屬加拿大哥林比亞省,High River,BC
North America,Canada,英屬加拿大哥林比亞省 體利罷埠,"High River, BC","HIGH RIVER, AB",50.58341,-113.86867,勝隆襍貨,"Sing Lung, Groceries.",Retail Trade,General Merchandise Stores,勝隆,雜貨,Sing Lung,Groceries.,體利罷埠,英屬加拿大哥林比亞省,High River,BC
North America,Canada,英屬加拿大哥林比亞省 卡市碌埠,"Kaslo, BC",,49.91658,-116.91887,聯記襍貨,"Lun Kee & Co., General Merchandise.",Retail Trade,General Merchandise Stores,聯記,雜貨,Lun Kee & Co.,General Merchandise.,卡市碌埠,英屬加拿大哥林比亞省,Kaslo,BC
North America,Canada,英屬加拿大哥林比亞省 卡市碌埠,"Kaslo, BC",,49.91658,-116.91887,廣泰襍貨,"Quong Tai & Co., General Merchandise.",Retail Trade,General Merchandise Stores,廣泰,雜貨,Quong Tai & Co.,General Merchandise.,卡市碌埠,英屬加拿大哥林比亞省,Kaslo,BC
North America,Canada,英屬加拿大哥林比亞省 卡市碌埠,"Kaslo, BC",,49.91658,-116.91887,廣泰和襍貨,"Quong Tai Wo, General Merchandise.",Retail Trade,General Merchandise Stores,廣泰和,雜貨,Quong Tai Wo,General Merchandise.,卡市碌埠,英屬加拿大哥林比亞省,Kaslo,BC
North America,Canada,英屬加拿大哥林比亞省 卡市碌埠,"Kaslo, BC",,49.91658,-116.91887,三盛衣服,"Sam Sing & Co., Laundry.",Other Services,Laundry Services,三盛,衣服,Sam Sing & Co.,Laundry.,卡市碌埠,英屬加拿大哥林比亞省,Kaslo,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,國民黨會所,Chung Hwa National Association.,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association.,Association,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,廣發隆襍貨,"Kwong Fat Lung, General Merchandise.",Retail Trade,General Merchandise Stores,廣發隆,雜貨,Kwong Fat Lung,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,利昌蘇杭雜貨,"Lee Chong & Co., General Merchandise.",Retail Trade,General Merchandise Stores,利昌,蘇杭雜貨,Lee Chong & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,利安蘇杭雜貨,"Lee On & Co., General Merchandise.",Retail Trade,General Merchandise Stores,利安,蘇杭雜貨,Lee On & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,南榮蘇杭雜貨,"Nam Wing & Co., General Merchandise.",Retail Trade,General Merchandise Stores,南榮,蘇杭雜貨,Nam Wing & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,美興隆雜貨,"Mee Hing Lung & Co., General Merchandise.",Retail Trade,General Merchandise Stores,美興隆,雜貨,Mee Hing Lung & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,安利雜貨,"On Lee & Co., General Merchandise.",Retail Trade,General Merchandise Stores,安利,雜貨,On Lee & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,愛蓮公所公所,"Oy Lin Society., society",Other Services,Overseas Chinese Associations,愛蓮公所,公所,Oy Lin Society.,society,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,廣利雜貨,"Quong Lee & Co., General Merchandise.",Retail Trade,General Merchandise Stores,廣利,雜貨,Quong Lee & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,廣聯泰雜貨,"Quong Lan Tai & Co., General Merchandise.",Retail Trade,General Merchandise Stores,廣聯泰,雜貨,Quong Lan Tai & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,廣榮昌雜貨,"Quong Wing Chong & Co., General Merchandise.",Retail Trade,General Merchandise Stores,廣榮昌,雜貨,Quong Wing Chong & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,瑞記雜賃,"Shuy Kee & Co., Groceries.",Retail Trade,General Merchandise Stores,瑞記,雜賃,Shuy Kee & Co.,Groceries.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,信記雜貨,"Sin Kee & Co., General Merchandise.",Retail Trade,General Merchandise Stores,信記,雜貨,Sin Kee & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,業南雜貨,"Yep Num, Groceries.",Retail Trade,General Merchandise Stores,業南,雜貨,Yep Num,Groceries.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,源錦新衣,"Yuen Kim & Co., Clothing.",Retail Trade,Clothing and Clothing Accessories Stores Stores,源錦,新衣,Yuen Kim & Co.,Clothing.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 錦碌埠,"Kamloops, BC",,50.66648,-120.3192,源利雜貨,"Yuen Lee & Co., General Merchandise.",Retail Trade,General Merchandise Stores,源利,雜貨,Yuen Lee & Co.,General Merchandise.,錦碌埠,英屬加拿大哥林比亞省,Kamloops,BC
North America,Canada,英屬加拿大哥林比亞省 企老那埠,"Kelowna, BC",,49.88307,-119.48568,昌記雜貨,"Chung Kee & Co., Groceries",Retail Trade,General Merchandise Stores,昌記,雜貨,Chung Kee & Co.,Groceries,企老那埠,英屬加拿大哥林比亞省,Kelowna,BC
North America,Canada,英屬加拿大哥林比亞省 企老那埠,"Kelowna, BC",,49.88307,-119.48568,福生和雜貨,"Fook Sang Wo & Co., Groceries",Retail Trade,General Merchandise Stores,福生和,雜貨,Fook Sang Wo & Co.,Groceries,企老那埠,英屬加拿大哥林比亞省,Kelowna,BC
North America,Canada,英屬加拿大哥林比亞省 企老那埠,"Kelowna, BC",,49.88307,-119.48568,廣利源雜貨,"Kwong Lee Yuen, General Merchandise",Retail Trade,General Merchandise Stores,廣利源,雜貨,Kwong Lee Yuen,General Merchandise,企老那埠,英屬加拿大哥林比亞省,Kelowna,BC
North America,Canada,英屬加拿大哥林比亞省 企老那埠,"Kelowna, BC",,49.88307,-119.48568,三利洗衣,"Sam Lee, Laundry",Other Services,Laundry Services,三利,洗衣,Sam Lee,Laundry,企老那埠,英屬加拿大哥林比亞省,Kelowna,BC
North America,Canada,英屬加拿大哥林比亞省 卡罅猫市埠,"Keremeos, BC",,49.19975,-119.8357,三記洗衣,"Sam Kee, Laundry",Other Services,Laundry Services,三記,洗衣,Sam Kee,Laundry,卡罅猫市埠,英屬加拿大哥林比亞省,Keremeos,BC
North America,Canada,英屬加拿大哥林比亞省 卡罅猫市埠,"Keremeos, BC",,49.19975,-119.8357,勝利洗衣,"Sing Lee, Laundry",Other Services,Laundry Services,勝利,洗衣,Sing Lee,Laundry,卡罅猫市埠,英屬加拿大哥林比亞省,Keremeos,BC
North America,Canada,英屬加拿大哥林比亞省 卡罅猫市埠,"Keremeos, BC",,49.19975,-119.8357,和隆洗衣,"WO LUNG HONG LEE, Laundry",Other Services,Laundry Services,和隆,洗衣,WO LUNG HONG LEE,Laundry,卡罅猫市埠,英屬加拿大哥林比亞省,Keremeos,BC
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,致公堂會所,Chee Kong Tong,Other Services,Political Organizations,致公堂會所,會所,Chee Kong Tong,Society,列伍尼埠,英屬加拿大哥林比亞省,Ladner,BC
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,國民黨會所,Chung Hwa National Association,Other Services,Political Organizations,國民黨會所,會所,Chung Hwa National Association,Association,列伍尼埠,英屬加拿大哥林比亞省,Ladner,BC
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,福源雜貨,"Duck Yuen, General Merchandise",Retail Trade,General Merchandise Stores,福源,雜貨,Duck Yuen,General Merchandise,列伍尼埠,英屬加拿大哥林比亞省,Ladner,BC
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,德源辦貨,"Fook Yuen, Importer",Wholesale Trade,Import/Export,德源,辦貨,Fook Yuen,Importer,列伍尼埠,英屬加拿大哥林比亞省,Ladner,BC
